Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
9/23/22,General Motors,General Motors,Toledo Propulsion Systems Factory,Original,Toledo,OH,Parts,EV Drive Units,Canceled,2024,Good Evidence,"$760,000,000",1520,OH09,Good Evidence,$0,None,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2022/sep/0923-toledo.html,"Toledo Propulsion Systems Factory, Toledo, OH",41.718818,-83.577715
9/23/22,Guoxuan High Tech,Gotion,Big Rapids Battery Factory,Original,Big Rapids,MI,Batteries,Cathodes; Anodes,Canceled,2024,No Evidence,"$2,360,000,000",2350,MI02,No Evidence,$0,None,https://www.chicagobusiness.com/manufacturing/details-24-billion-gotion-battery-plant-near-big-rapids,"Big Rapids Battery Factory, Big Rapids, MI",43.70752,-85.462753
9/22/22,Battle Motors,Battle Motors,New Philadelphia Assembly Facility,Original,New Philadelphia,OH,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2022,No Evidence,"$40,000,000",220,OH06,No Evidence,$0,None,https://battlemotors.com/blogs/news/battle-motors-celebrates-job-growth-completion-of-40m-expansion-in-new-philadelphia,"New Philadelphia Assembly Facility, New Philadelphia, OH",40.489626,-81.445585
9/21/22,Cummins,Cummins-Meritor,Fletcher Manufacturing Facility,Expansion 1,Fletcher,NC,Parts,Electric Axles,Planned,2022,No Evidence,"$17,000,000",40,NC11,No Evidence,$0,None,https://governor.nc.gov/news/press-releases/2022/09/21/cummins-meritor-selects-henderson-county-second-expansion-its-largest-north-american-manufacturing,"Fletcher Manufacturing Facility, Fletcher, NC",35.4339397,-82.5016274
9/18/22,Tesla,Tesla,Tesla Lithium Refinery,Original,Robstown,TX,Minerals,Lithium,Operational,2024,No Evidence,"$375,000,000",162,TX27,No Evidence,$0,None,https://www.freightwaves.com/news/tesla-proposes-texas-lithium-refinery,"Tesla Lithium Refinery, Robstown, TX",27.798176,-97.659089
9/15/22,Ioneer,Ioneer,Rhyolite Ridge Lithium-Boron Project,Original,Coyote Hole,NV,Minerals,Lithium,Planned,2028,No Evidence,"$392,500,000",142,NA,No Evidence,NA,Loan Programs Office (LPO),https://rhyolite-ridge.ioneer.com/permitting/,"Rhyolite Ridge Lithium-Boron Project, Coyote Hole, NV",37.79715,-117.80538
9/14/22,ABB,ABB E-mobility,Columbia EV Charging Manufacturing Facility,Original,Columbia,SC,EV Charging,Charging Units,Operational,2023,No Evidence,"$4,000,000",100,NA,No Evidence,$0,None,https://new.abb.com/news/detail/94725/abb-expands-us-manufacturing-footprint-with-investment-in-new-ev-charger-facility,"Columbia EV Charging Manufacturing Facility, Columbia, SC",34.009286,-81.037094
9/13/22,Harbinger Motors,Harbinger Motors,Michigan Manufacturing Plant,Original,NA,MI,Medium-Duty (Class 3-6),Vehicle Assembly,Planned,2024,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.detroitnews.com/story/business/autos/2022/09/13/la-auto-startup-forms-joint-venture-electric-powertrain-production/10361592002/,"Michigan Manufacturing Plant, NA, MI",43.071253,-86.15744
9/6/22,REV Group,ELDorado National,Riverside Manufacturing Facility,Original,Riverside,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2023,No Evidence,NA,NA,CA39,No Evidence,$0,None,https://www.businesswire.com/news/home/20220906005689/en/ENC-Drives-Forward-With-Its-Next-Generation-Zero-Emission-Buses,"Riverside Manufacturing Facility, Riverside, CA",33.980534,-117.377025
9/2/22,Virginia Transformer,Virginia Transformer,Troutville Plant,Original,Troutville,VA,EV Charging,Charging Units,Operational,2022,No Evidence,NA,30,VA06,No Evidence,$0,None,https://www.tdworld.com/electrification/article/21250058/virginia-transformer-opens-new-ev-charging-production-lines,"Troutville Plant, Troutville, VA",37.4148,-79.878914
9/1/22,Piedmont Lithium,Piedmont Lithium,North Etowah Industrial Park Facility,Original,Etowah,TN,Minerals,Lithium,Canceled,2026,No Evidence,"$582,000,000",117,NA,No Evidence,$0,None,https://www.tn.gov/ecd/news/2022/9/1/governor-lee--commissioner-mcwhorter-announce-piedmont-lithium-inc--to-establish-operations-in-mcminn-county.html,"North Etowah Industrial Park Facility, Etowah, TN",35.34202,-84.5291
8/31/22,Toyota Motor Company,Toyota,Toyota Battery Manufacturing North Carolina,Expansion 1,Liberty,NC,Batteries,Cells,Operational,2025,No Evidence,"$2,500,000,000",350,NC09,No Evidence,$0,None,https://pressroom.toyota.com/toyota-announces-2-5-billion-expansion-of-north-carolina-plant-with-350-additional-jobs-and-bev-battery-capacity/,"Toyota Battery Manufacturing North Carolina, Liberty, NC",35.853638,-79.570561
8/29/22,Lincoln Electric,Lincoln Electric,Lincoln Cleveland Manufacturing Facility,Original,Cleveland,OH,EV Charging,Charging Units,Operational,2023,No Evidence,NA,NA,OH11,No Evidence,$0,None,https://ir.lincolnelectric.com/news-releases/news-release-details/lincoln-electric-launches-dc-fast-charge-electric-vehicle,"Lincoln Cleveland Manufacturing Facility, Cleveland, OH",41.385898,-81.844939
8/27/22,Dana,Dana,Auburn Hills Facility,Original,Auburn Hills,MI,Parts,Power Electronics,Canceled,2023,Good Evidence,"$54,200,000",200,MI11,No Evidence,$0,None,https://www.areadevelopment.com/newsitems/8-27-2022/dana-thermal-products-auburn-hills-michigan.shtml,"Auburn Hills Facility, Auburn Hills, MI",42.63364,-83.22271
8/25/22,Advanced Nano Products,Advanced Nano,Hardin County Manufacturing Facility,Original,Elizabethtown,KY,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2023,No Evidence,"$49,600,000",93,KY02,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/20220825_ANP,"Hardin County Manufacturing Facility, Elizabethtown, KY",37.695903,-85.863066
8/25/22,Factorial Energy,Factorial Energy,Methuen Facility,Original,Methuen,MA,Batteries,Cells,Operational,2023,No Evidence,"$45,000,000",166,MA03,No Evidence,$0,None,https://www.businesswire.com/news/home/20220825005452/en/Factorial-Energy-to-Open-New-Solid-State-EV-Battery-Development-and-Manufacturing-Facility-in-Methuen-Mass,"Methuen Facility, Methuen, MA",42.729855,-71.183982
8/18/22,SungEel HiTech Co,SungEel HiTech Co,SungEel Recycling Park,Original,Toccoa,GA,Battery Recycling,Recycling,Canceled,2024,No Evidence,"$37,000,000",104,NA,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-08-18/gov-kemp-korean-lithium-ion-battery-recycler-sungeel-hitech-build-first,"SungEel Recycling Park, Toccoa, GA",34.5773089,-83.3329647
8/17/22,Camel,Camel,Camel Energy Manufacturing Michigan,Original,Battle Creek,MI,Batteries,Packs,Operational,2023,No Evidence,"$20,000,000",NA,MI04,No Evidence,$0,None,https://www.camelbatt.com/news/details/58.html,"Camel Energy Manufacturing Michigan, Battle Creek, MI",42.335659,-85.269519
8/7/22,AlliedSignal,Honeywell,Buffalo Research Lab,Original,Buffalo,NY,Batteries,Electrolytes and Electrolyte Inputs,Operational,NA,Some Evidence,NA,170,NY26,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,"Buffalo Research Lab, Buffalo, NY",41.98114,-89.59511
8/7/22,Green Energy Origin,Green Energy Origin,Memphis Lithium-ion Battery Material Manufacturing Plant I-III,Original,Memphis,TN,Batteries,Electrolytes and Electrolyte Inputs,Operational,NA,No Evidence,NA,NA,TN09,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,"Memphis Lithium-ion Battery Material Manufacturing Plant I-III, Memphis, TN",35.1433781,-90.0521356
8/7/22,SoulBrain,SoulBrain,Northville Lithium-ion Electrolyte Material Manufacturing Plant,Original,Northville Township,MI,Batteries,Electrolytes and Electrolyte Inputs,Operational,NA,No Evidence,NA,63,MI06,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,"Northville Lithium-ion Electrolyte Material Manufacturing Plant, Northville Township, MI",42.41503,-83.49212
8/4/22,LOTTE,LOTTE Aluminium,Hardin County Manufacturing Facility (JV),Original,Elizabethtown,KY,Minerals,Cathode Materials,Planned,2025,No Evidence,"$119,350,000",61,KY02,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/20220804_LOTTE,"Hardin County Manufacturing Facility (JV), Elizabethtown, KY",37.695903,-85.863066
8/4/22,LOTTE,LOTTE Chemical,Hardin County Manufacturing Facility (JV),Original,Elizabethtown,KY,Minerals,Cathode Materials,Planned,2025,No Evidence,"$119,350,000",61,KY02,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/20220804_LOTTE,"Hardin County Manufacturing Facility (JV), Elizabethtown, KY",37.695903,-85.863066
8/1/22,Ascend Elements,Ascend Elements,Apex 1,Original,Pembroke,KY,Minerals,Cathode Materials,Under Construction,2025,No Evidence,"$1,000,000,000",400,KY01,No Evidence,"$206,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://ascendelements.com/ascend-elements-apex1/,"Apex 1, Pembroke, KY",36.7775974,-87.3514018
7/27/22,Duksan,Duksan Electera,Duksan Electera Shelbyville Plant,Original,Shelbyville,TN,Batteries,Electrolytes and Electrolyte Inputs,Operational,2025,No Evidence,"$95,000,000",101,TN04,No Evidence,$0,None,https://www.tn.gov/ecd/news/2022/7/27/governor-lee--commissioner-mcwhorter-announce-duksan-electera-america--inc--to-establish-manufacturing-operations-in-bedford-county.html,"Duksan Electera Shelbyville Plant, Shelbyville, TN",31.76156,-94.07853
7/27/22,Ford Motor Company,Ford,Rawsonville Plant,Expansion 2,Ypsilanti,MI,Batteries,Packs,Operational,NA,Good Evidence,"$160,000,000",250,MI06,No Evidence,$0,None,https://annarborusa.org/news/ford-announces-160m-ypsilanti-township-investment-supports-development-of-electric-vehicles-of-the-future/,"Rawsonville Plant, Ypsilanti, MI",42.199576,-83.557858
7/25/22,Redwood Materials,Redwood Materials,Tahoe Campus,Original,Reno,NV,Battery Recycling,Remanufacturing; Cathode Materials,Operational,2023,No Evidence,"$3,500,000,000",1600,NV02,No Evidence,NA,Loan Programs Office (LPO),https://www.reuters.com/business/autos-transportation/redwood-materials-plans-spend-35-bln-battery-materials-factory-nevada-wsj-2022-07-25/,"Tahoe Campus, Reno, NV",40.103476609382,-119.969716789876
7/20/22,Nippon Denkai,Denkai,Richmond County Manufacturing Facility,Original,Augusta,GA,Minerals,Anode Materials,Canceled,2024,No Evidence,"$150,000,000",250,GA12,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-07-20/gov-kemp-copper-foil-manufacturer-denkai-america-locate-new-manufacturing,"Richmond County Manufacturing Facility, Augusta, GA",33.472494,-81.964397
7/19/22,American Resources Corporation,ReElement Tech,Noblesville Facility 1,Original,Noblesville,IN,Battery Recycling,Recycling,Operational,2022,No Evidence,"$2,000,000",NA,IN05,No Evidence,$0,None,https://www.recyclingtoday.com/news/reelement-technologies-developing-commercial-scale-battery-magnet-recycling-facility/,"Noblesville Facility 1, Noblesville, IN",40.045604,-86.012241
7/19/22,American Resources Corporation,ReElement Tech,Noblesville Facility 2,Original,Noblesville,IN,Battery Recycling,Recycling,Operational,2025,No Evidence,NA,NA,IN05,No Evidence,NA,None,https://www.recyclingtoday.com/news/reelement-technologies-developing-commercial-scale-battery-magnet-recycling-facility/,"Noblesville Facility 2, Noblesville, IN",40.045604,-86.012241
7/18/22,Eaton,Eaton,Eaton Corporation Forum and Hub,Original,Raleigh,NC,EV Charging,Electrical Components,Operational,2022,No Evidence,NA,170,NC02,No Evidence,$0,None,https://www.eaton.com/us/en-us/company/news-insights/news-releases/2022/eaton-reinvests-in-north-carolina.html,"Eaton Corporation Forum and Hub, Raleigh, NC",35.893295,-78.801214
7/13/22,Panasonic,Panasonic,Sunflower Plant,Original,De Soto,KS,Batteries,Cells; Packs,Operational,2025,No Evidence,"$4,000,000,000",4000,KS03,No Evidence,$0,None,https://news.panasonic.com/global/press/data/2022/07/en220714-3/en220714-3-1.pdf,"Sunflower Plant, De Soto, KS",38.94584,-95.00302
7/12/22,Nanotech Energy,Nanotech Energy,Nanotech Energy Reno Campus,Original,Sparks,NV,Batteries,Cells,Under Construction,2024,No Evidence,"$130,000,000",500,NV02,No Evidence,$0,None,https://www.rgj.com/story/news/money/business/2021/11/10/nanotech-energys-new-campus-near-reno-most-significant-since-tesla/6374204001/,"Nanotech Energy Reno Campus, Sparks, NV",39.541213,-119.747997
7/6/22,FLO,FLO,Auburn Hills Plant,Original,Auburn Hills,MI,EV Charging,Charging Units,Operational,2022,No Evidence,"$3,000,000",730,MI11,No Evidence,$0,None,https://www.flo.com/press-releases-2/flo-announces-u-s-ev-charger-facility-jobs-coming-to-michigan/,"Auburn Hills Plant, Auburn Hills, MI",42.63364,-83.22271
7/1/22,Rivian,Rivian,Normal Factory,Original,Normal,IL,EV Charging,Charging Units,Operational,2022,No Evidence,NA,NA,IL17,Good Evidence,$0,None,https://stories.rivian.com/rivian-adventure-network-launch,"Normal Factory, Normal, IL",40.518091,-88.995074
6/28/22,ChargePoint,ChargePoint,Milpitas Facility,Original,Milpitas,CA,EV Charging,Charging Units,Planned,2026,No Evidence,NA,250,CA17,No Evidence,$0,None,https://www.whitehouse.gov/briefing-room/statements-releases/2022/06/28/fact-sheet-biden-harris-administration-catalyzes-more-than-700-million-in-private-sector-commitments-to-make-ev-charging-more-affordable-and-accessible/,"Milpitas Facility, Milpitas, CA",37.4307627,-121.8975112
6/28/22,Siemens,Siemens eMobility,Pomona eMobility Hub,Original,Pomona,CA,EV Charging,Charging Units,Operational,NA,Good Evidence,"$40,000,000",100,CA35,No Evidence,$0,None,https://www.siemens.com/us/en/company/press/press-releases/usa/siemens-investing-54m-us-manufacturing-support.html,"Pomona eMobility Hub, Pomona, CA",37.62811,-89.33676
6/27/22,Forsee Power,Forsee Power,Forsee Power HQ & Manufacturing Facility,Original,Hilliard,OH,Batteries,Packs,Operational,2027,No Evidence,"$13,238,000",150,OH15,No Evidence,$0,None,https://www.jobsohio.com/news-press/forsee-power-chooses-columbus-region-for-new-battery-manufacturing,"Forsee Power HQ & Manufacturing Facility, Hilliard, OH",40.03429,-83.139245
6/23/22,InoBat,InoBat,InoBat Battery Manufacturing Facility,Original,NA,IN,Batteries,Modules; Packs,Planned,NA,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.inobat.eu/newsroom/inobat-auto-and-ideanomics-reveal-plans-to-build-rd-and-battery-production-facilities-in-indiana-usa-supported-by-the-state-of-indiana/,"InoBat Battery Manufacturing Facility, NA, IN",29.89637,79.37222
6/21/22,LICAP Technologies,LICAP Technologies,LICAP Technologies Sacremento Facility #1,Original,Sacramento,CA,Batteries,Anodes; Cathodes,Operational,2023,No Evidence,NA,13,CA06,No Evidence,$0,None,https://www.newswire.com/news/licap-technologies-inc-awarded-2-93-million-grant-for-activated-dry-22071298,"LICAP Technologies Sacremento Facility #1, Sacramento, CA",38.570699,-121.330995
6/18/22,Clarios,Clarios,Meadowbrook Battery Manufacturing Plant,Original,Holland,MI,Batteries,Cells,Operational,NA,No Evidence,NA,85,MI04,No Evidence,$0,None,https://www.hollandsentinel.com/story/business/manufacturing/2022/06/17/clarios-battery-factory-holland-innovator-lithium-ion-production/7620411001/,"Meadowbrook Battery Manufacturing Plant, Holland, MI",42.789382,-86.107196
6/16/22,Aleon Metals,Aleon Renewable Metals,Freeport Recycling Complex,Original,Freeport,TX,Battery Recycling,Recycling,Under Construction,NA,No Evidence,NA,NA,TX14,No Evidence,$0,None,https://aleonmetals.com/2022-06-16/,"Freeport Recycling Complex, Freeport, TX",29.777816,-95.178501
6/15/22,General Motors,General Motors,Global Technical Center,Original,Warren,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,Good Evidence,"$81,000,000",NA,NA,No Evidence,$0,None,https://www.reuters.com/business/autos-transportation/gm-invests-81-mln-build-cadillac-celestiq-ev-flagship-michigan-2022-06-15/,"Global Technical Center, Warren, MI",42.51998629704,-83.041772457296
6/13/22,Bollinger Innovations,Electric Last Mile Solutions,Electric Last Mile Solutions Mishawaka EV Plant,Update,Mishawaka,IN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2022,No Evidence,"($145,000,000)",NA,IN02,NA,$0,None,https://www.cnbc.com/2022/06/13/ev-start-up-electric-last-mile-solutions-to-declare-bankruptcy.html,"Electric Last Mile Solutions Mishawaka EV Plant, Mishawaka, IN",41.661126,-86.1793
6/9/22,Paccar,Kenworth,Renton Assembly Plant,Original,Renton,WA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2022,Good Evidence,NA,NA,WA09,No Evidence,$0,None,https://www.kenworth.com/about-us/news/king-county-s-kenworth-t680e-battery-electric-vehicle-rolls-out-of-kenworth-renton-plant/,"Renton Assembly Plant, Renton, WA",47.4746582,-122.2067903
6/2/22,Ford Motor Company,Ford,Ford Ohio Assembly Plant,Original,Sheffield,OH,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,2025,Good Evidence,"$1,500,000,000",1800,OH05,No Evidence,$0,None,https://www.cbsnews.com/detroit/news/ford-announces-3-7-billion-investment-to-build-evs-trucks-new-mustang/,"Ford Ohio Assembly Plant, Sheffield, OH",41.487954,-82.075419
6/2/22,Ford Motor Company,Ford,Kansas City Assembly Plant,Expansion 1,Kansas City,MO,Medium-Duty (Class 3-6),Vehicle Assembly,Planned,2026,Good Evidence,"$95,000,000",1100,MO06,No Evidence,$0,None,https://www.startlandnews.com/2022/06/ford-kansas-city-plant/,"Kansas City Assembly Plant, Kansas City, MO",39.104383,-94.505504
6/2/22,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Expansion 2,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,Good Evidence,NA,1150,MI12,Good Evidence,$0,None,https://media.lincoln.com/content/fordmedia/fna/us/en/news/2022/06/02/ford-6200-new-uaw-jobs-midwest.html,"Rouge Electric Vehicle Center, Dearborn, MI",42.307175,-83.161995
5/25/22,FreeWire Technologies,FreeWire Technologies,FreeWire Manufacturing Facility,Original,Newark,CA,EV Charging,Charging Units,Operational,2022,No Evidence,"$20,000,000",200,CA17,No Evidence,$0,None,https://freewiretech.com/freewire-technologies-launches-new-global-headquarters-rd-and-manufacturing-facility-in-newark-ca/,"FreeWire Manufacturing Facility, Newark, CA",37.540814,-122.033397
5/24/22,Samsung,Samsung SDI,StarPlus Energy Gigafactory #1 (JV),Original,Kokomo,IN,Batteries,Cells,Operational,2025,Good Evidence,"$1,250,000,000",700,IN05,No Evidence,NA,Loan Programs Office (LPO),https://www.stellantis.com/en/news/press-releases/2022/may/stellantis-and-samsung-announce-battery-plant-in-kokomo,"StarPlus Energy Gigafactory #1 (JV), Kokomo, IN",40.486508,-86.131244
